pair_id,actor,gender,statement,intensity,repetition,audio_clip_id,video_clip_id,audio_emotion_4class,video_emotion_4class,label,p_audio_happy,p_audio_angry,p_audio_sad,p_audio_neutral,p_video_happy,p_video_angry,p_video_sad,p_video_neutral,p_text_happy,p_text_angry,p_text_sad,p_text_neutral,jsd_text_audio,jsd_text_video,jsd_audio_video,jsd_composite
20_1_2_2_Asad_Vcalm,20,female,1,2,2,20_04_02_01_02,20_02_02_01_02,sad,neutral,1,0.969236,0.004208,0.026277,0.000278,0.278943,0.186285,0.177116,0.357656,0.004626,0.024107,0.005878,0.965388,0.957368,0.353221,0.448978,0.586522
20_1_2_2_Asad_Vdisgust,20,female,1,2,2,20_04_02_01_02,20_07_02_01_02,sad,neutral,1,0.969236,0.004208,0.026277,0.000278,0.171971,0.252091,0.480587,0.095351,0.004626,0.024107,0.005878,0.965388,0.957368,0.671304,0.559628,0.729433
20_1_2_2_Asad_Vfearful,20,female,1,2,2,20_04_02_01_02,20_06_02_01_02,sad,neutral,1,0.969236,0.004208,0.026277,0.000278,0.178173,0.221269,0.422253,0.178305,0.004626,0.024107,0.005878,0.965388,0.957368,0.548118,0.55388,0.686455
20_1_2_2_Asad_Vhappy,20,female,1,2,2,20_04_02_01_02,20_03_02_01_02,sad,happy,1,0.969236,0.004208,0.026277,0.000278,0.560796,0.15715,0.154207,0.127847,0.004626,0.024107,0.005878,0.965388,0.957368,0.626686,0.205267,0.59644
20_1_2_2_Asad_Vsad,20,female,1,2,2,20_04_02_01_02,20_04_02_01_02,sad,sad,0,0.969236,0.004208,0.026277,0.000278,0.268377,0.26495,0.350848,0.115825,0.004626,0.024107,0.005878,0.965388,0.957368,0.636093,0.447371,0.680277
20_1_2_2_Asad_Vsurprised,20,female,1,2,2,20_04_02_01_02,20_08_02_01_02,sad,neutral,1,0.969236,0.004208,0.026277,0.000278,0.162357,0.296875,0.283525,0.257242,0.004626,0.024107,0.005878,0.965388,0.957368,0.448537,0.581888,0.662598
20_1_2_2_Asurprised_Vangry,20,female,1,2,2,20_08_02_01_02,20_05_02_01_02,neutral,angry,1,0.200363,0.622619,0.000598,0.17642,0.196808,0.253933,0.312902,0.236357,0.004626,0.024107,0.005878,0.965388,0.553811,0.474076,0.214488,0.414125
20_1_2_2_Asurprised_Vcalm,20,female,1,2,2,20_08_02_01_02,20_02_02_01_02,neutral,neutral,0,0.200363,0.622619,0.000598,0.17642,0.278943,0.186285,0.177116,0.357656,0.004626,0.024107,0.005878,0.965388,0.553811,0.353221,0.202843,0.369958
20_1_2_2_Asurprised_Vdisgust,20,female,1,2,2,20_08_02_01_02,20_07_02_01_02,neutral,neutral,0,0.200363,0.622619,0.000598,0.17642,0.171971,0.252091,0.480587,0.095351,0.004626,0.024107,0.005878,0.965388,0.553811,0.671304,0.305351,0.510155
20_1_2_2_Asurprised_Vfearful,20,female,1,2,2,20_08_02_01_02,20_06_02_01_02,neutral,neutral,0,0.200363,0.622619,0.000598,0.17642,0.178173,0.221269,0.422253,0.178305,0.004626,0.024107,0.005878,0.965388,0.553811,0.548118,0.280346,0.460758
20_1_2_2_Asurprised_Vhappy,20,female,1,2,2,20_08_02_01_02,20_03_02_01_02,neutral,happy,1,0.200363,0.622619,0.000598,0.17642,0.560796,0.15715,0.154207,0.127847,0.004626,0.024107,0.005878,0.965388,0.553811,0.626686,0.248702,0.4764
20_1_2_2_Asurprised_Vsad,20,female,1,2,2,20_08_02_01_02,20_04_02_01_02,neutral,sad,1,0.200363,0.622619,0.000598,0.17642,0.268377,0.26495,0.350848,0.115825,0.004626,0.024107,0.005878,0.965388,0.553811,0.636093,0.23417,0.474691
20_1_2_2_Asurprised_Vsurprised,20,female,1,2,2,20_08_02_01_02,20_08_02_01_02,neutral,neutral,0,0.200363,0.622619,0.000598,0.17642,0.162357,0.296875,0.283525,0.257242,0.004626,0.024107,0.005878,0.965388,0.553811,0.448537,0.188415,0.396921
20_2_1_1_Aangry_Vangry,20,female,2,1,1,20_05_01_02_01,20_05_01_02_01,angry,angry,0,0.380238,0.500072,0.000439,0.119252,0.239868,0.223049,0.206864,0.330218,0.008141,0.007626,0.011831,0.972402,0.669958,0.384824,0.189375,0.414719
20_2_1_1_Aangry_Vcalm,20,female,2,1,1,20_05_01_02_01,20_02_01_02_01,angry,neutral,1,0.380238,0.500072,0.000439,0.119252,0.254099,0.194582,0.201923,0.349396,0.008141,0.007626,0.011831,0.972402,0.669958,0.366737,0.200765,0.412487
20_2_1_1_Aangry_Vdisgust,20,female,2,1,1,20_05_01_02_01,20_07_01_02_01,angry,neutral,1,0.380238,0.500072,0.000439,0.119252,0.181969,0.290137,0.363922,0.163972,0.008141,0.007626,0.011831,0.972402,0.669958,0.573967,0.228422,0.490783
20_2_1_1_Aangry_Vfearful,20,female,2,1,1,20_05_01_02_01,20_06_01_02_01,angry,neutral,1,0.380238,0.500072,0.000439,0.119252,0.193692,0.197481,0.321582,0.287244,0.008141,0.007626,0.011831,0.972402,0.669958,0.42717,0.255634,0.450921
20_2_1_1_Aangry_Vhappy,20,female,2,1,1,20_05_01_02_01,20_03_01_02_01,angry,happy,1,0.380238,0.500072,0.000439,0.119252,0.350792,0.210156,0.275254,0.163798,0.008141,0.007626,0.011831,0.972402,0.669958,0.574504,0.182413,0.475625
20_2_1_1_Aangry_Vneutral,20,female,2,1,1,20_05_01_02_01,20_01_01_02_01,angry,neutral,1,0.380238,0.500072,0.000439,0.119252,0.192488,0.197641,0.247506,0.362365,0.008141,0.007626,0.011831,0.972402,0.669958,0.35424,0.239514,0.421238
20_2_1_1_Aangry_Vsad,20,female,2,1,1,20_05_01_02_01,20_04_01_02_01,angry,sad,1,0.380238,0.500072,0.000439,0.119252,0.177665,0.208602,0.283777,0.329957,0.008141,0.007626,0.011831,0.972402,0.669958,0.38454,0.248518,0.434339
20_2_1_1_Aangry_Vsurprised,20,female,2,1,1,20_05_01_02_01,20_08_01_02_01,angry,neutral,1,0.380238,0.500072,0.000439,0.119252,0.200343,0.198426,0.203397,0.397835,0.008141,0.007626,0.011831,0.972402,0.669958,0.323137,0.225775,0.40629
20_2_1_1_Acalm_Vangry,20,female,2,1,1,20_02_01_02_01,20_05_01_02_01,neutral,angry,1,0.362414,0.11364,0.004211,0.519735,0.239868,0.223049,0.206864,0.330218,0.008141,0.007626,0.011831,0.972402,0.248817,0.384824,0.128125,0.253922
20_2_1_1_Acalm_Vcalm,20,female,2,1,1,20_02_01_02_01,20_02_01_02_01,neutral,neutral,0,0.362414,0.11364,0.004211,0.519735,0.254099,0.194582,0.201923,0.349396,0.008141,0.007626,0.011831,0.972402,0.248817,0.366737,0.115018,0.243524
20_2_1_1_Acalm_Vdisgust,20,female,2,1,1,20_02_01_02_01,20_07_01_02_01,neutral,neutral,0,0.362414,0.11364,0.004211,0.519735,0.181969,0.290137,0.363922,0.163972,0.008141,0.007626,0.011831,0.972402,0.248817,0.573967,0.288404,0.370396
20_2_1_1_Acalm_Vfearful,20,female,2,1,1,20_02_01_02_01,20_06_01_02_01,neutral,neutral,0,0.362414,0.11364,0.004211,0.519735,0.193692,0.197481,0.321582,0.287244,0.008141,0.007626,0.011831,0.972402,0.248817,0.42717,0.198181,0.29139
20_2_1_1_Acalm_Vhappy,20,female,2,1,1,20_02_01_02_01,20_03_01_02_01,neutral,happy,1,0.362414,0.11364,0.004211,0.519735,0.350792,0.210156,0.275254,0.163798,0.008141,0.007626,0.011831,0.972402,0.248817,0.574504,0.204835,0.342719
20_2_1_1_Acalm_Vneutral,20,female,2,1,1,20_02_01_02_01,20_01_01_02_01,neutral,neutral,0,0.362414,0.11364,0.004211,0.519735,0.192488,0.197641,0.247506,0.362365,0.008141,0.007626,0.011831,0.972402,0.248817,0.35424,0.147952,0.250337
20_2_1_1_Acalm_Vsad,20,female,2,1,1,20_02_01_02_01,20_04_01_02_01,neutral,sad,1,0.362414,0.11364,0.004211,0.519735,0.177665,0.208602,0.283777,0.329957,0.008141,0.007626,0.011831,0.972402,0.248817,0.38454,0.177067,0.270142
20_2_1_1_Acalm_Vsurprised,20,female,2,1,1,20_02_01_02_01,20_08_01_02_01,neutral,neutral,0,0.362414,0.11364,0.004211,0.519735,0.200343,0.198426,0.203397,0.397835,0.008141,0.007626,0.011831,0.972402,0.248817,0.323137,0.120304,0.230753
20_2_1_1_Adisgust_Vangry,20,female,2,1,1,20_07_01_02_01,20_05_01_02_01,neutral,angry,1,0.415436,0.487455,0.005583,0.091526,0.239868,0.223049,0.206864,0.330218,0.008141,0.007626,0.011831,0.972402,0.709626,0.384824,0.192856,0.429102
20_2_1_1_Adisgust_Vcalm,20,female,2,1,1,20_07_01_02_01,20_02_01_02_01,neutral,neutral,0,0.415436,0.487455,0.005583,0.091526,0.254099,0.194582,0.201923,0.349396,0.008141,0.007626,0.011831,0.972402,0.709626,0.366737,0.204267,0.426877
20_2_1_1_Adisgust_Vdisgust,20,female,2,1,1,20_07_01_02_01,20_07_01_02_01,neutral,neutral,0,0.415436,0.487455,0.005583,0.091526,0.181969,0.290137,0.363922,0.163972,0.008141,0.007626,0.011831,0.972402,0.709626,0.573967,0.223442,0.502345
20_2_1_1_Adisgust_Vfearful,20,female,2,1,1,20_07_01_02_01,20_06_01_02_01,neutral,neutral,0,0.415436,0.487455,0.005583,0.091526,0.193692,0.197481,0.321582,0.287244,0.008141,0.007626,0.011831,0.972402,0.709626,0.42717,0.256997,0.464598
20_2_1_1_Adisgust_Vhappy,20,female,2,1,1,20_07_01_02_01,20_03_01_02_01,neutral,happy,1,0.415436,0.487455,0.005583,0.091526,0.350792,0.210156,0.275254,0.163798,0.008141,0.007626,0.011831,0.972402,0.709626,0.574504,0.170977,0.485036
20_2_1_1_Adisgust_Vneutral,20,female,2,1,1,20_07_01_02_01,20_01_01_02_01,neutral,neutral,0,0.415436,0.487455,0.005583,0.091526,0.192488,0.197641,0.247506,0.362365,0.008141,0.007626,0.011831,0.972402,0.709626,0.35424,0.245395,0.43642
20_2_1_1_Adisgust_Vsad,20,female,2,1,1,20_07_01_02_01,20_04_01_02_01,neutral,sad,1,0.415436,0.487455,0.005583,0.091526,0.177665,0.208602,0.283777,0.329957,0.008141,0.007626,0.011831,0.972402,0.709626,0.38454,0.253249,0.449139
20_2_1_1_Adisgust_Vsurprised,20,female,2,1,1,20_07_01_02_01,20_08_01_02_01,neutral,neutral,0,0.415436,0.487455,0.005583,0.091526,0.200343,0.198426,0.203397,0.397835,0.008141,0.007626,0.011831,0.972402,0.709626,0.323137,0.233511,0.422091
20_2_1_1_Afearful_Vangry,20,female,2,1,1,20_06_01_02_01,20_05_01_02_01,neutral,angry,1,0.38365,0.028949,0.00415,0.583251,0.239868,0.223049,0.206864,0.330218,0.008141,0.007626,0.011831,0.972402,0.20899,0.384824,0.18964,0.261152
20_2_1_1_Afearful_Vcalm,20,female,2,1,1,20_06_01_02_01,20_02_01_02_01,neutral,neutral,0,0.38365,0.028949,0.00415,0.583251,0.254099,0.194582,0.201923,0.349396,0.008141,0.007626,0.011831,0.972402,0.20899,0.366737,0.168932,0.24822
20_2_1_1_Afearful_Vdisgust,20,female,2,1,1,20_06_01_02_01,20_07_01_02_01,neutral,neutral,0,0.38365,0.028949,0.00415,0.583251,0.181969,0.290137,0.363922,0.163972,0.008141,0.007626,0.011831,0.972402,0.20899,0.573967,0.373657,0.385538
20_2_1_1_Afearful_Vfearful,20,female,2,1,1,20_06_01_02_01,20_06_01_02_01,neutral,neutral,0,0.38365,0.028949,0.00415,0.583251,0.193692,0.197481,0.321582,0.287244,0.008141,0.007626,0.011831,0.972402,0.20899,0.42717,0.257612,0.297924
20_2_1_1_Afearful_Vhappy,20,female,2,1,1,20_06_01_02_01,20_03_01_02_01,neutral,happy,1,0.38365,0.028949,0.00415,0.583251,0.350792,0.210156,0.275254,0.163798,0.008141,0.007626,0.011831,0.972402,0.20899,0.574504,0.270647,0.35138
20_2_1_1_Afearful_Vneutral,20,female,2,1,1,20_06_01_02_01,20_01_01_02_01,neutral,neutral,0,0.38365,0.028949,0.00415,0.583251,0.192488,0.197641,0.247506,0.362365,0.008141,0.007626,0.011831,0.972402,0.20899,0.35424,0.203509,0.25558
20_2_1_1_Afearful_Vsad,20,female,2,1,1,20_06_01_02_01,20_04_01_02_01,neutral,sad,1,0.38365,0.028949,0.00415,0.583251,0.177665,0.208602,0.283777,0.329957,0.008141,0.007626,0.011831,0.972402,0.20899,0.38454,0.237152,0.276894
20_2_1_1_Afearful_Vsurprised,20,female,2,1,1,20_06_01_02_01,20_08_01_02_01,neutral,neutral,0,0.38365,0.028949,0.00415,0.583251,0.200343,0.198426,0.203397,0.397835,0.008141,0.007626,0.011831,0.972402,0.20899,0.323137,0.174076,0.235401
20_2_1_1_Ahappy_Vangry,20,female,2,1,1,20_03_01_02_01,20_05_01_02_01,happy,angry,1,0.795956,0.157983,0.001444,0.044618,0.239868,0.223049,0.206864,0.330218,0.008141,0.007626,0.011831,0.972402,0.809493,0.384824,0.304249,0.499522
20_2_1_1_Ahappy_Vcalm,20,female,2,1,1,20_03_01_02_01,20_02_01_02_01,happy,neutral,1,0.795956,0.157983,0.001444,0.044618,0.254099,0.194582,0.201923,0.349396,0.008141,0.007626,0.011831,0.972402,0.809493,0.366737,0.299358,0.491863
20_2_1_1_Ahappy_Vdisgust,20,female,2,1,1,20_03_01_02_01,20_07_01_02_01,happy,neutral,1,0.795956,0.157983,0.001444,0.044618,0.181969,0.290137,0.363922,0.163972,0.008141,0.007626,0.011831,0.972402,0.809493,0.573967,0.366356,0.583272
20_2_1_1_Ahappy_Vfearful,20,female,2,1,1,20_03_01_02_01,20_06_01_02_01,happy,neutral,1,0.795956,0.157983,0.001444,0.044618,0.193692,0.197481,0.321582,0.287244,0.008141,0.007626,0.011831,0.972402,0.809493,0.42717,0.369731,0.535465
20_2_1_1_Ahappy_Vhappy,20,female,2,1,1,20_03_01_02_01,20_03_01_02_01,happy,happy,0,0.795956,0.157983,0.001444,0.044618,0.350792,0.210156,0.275254,0.163798,0.008141,0.007626,0.011831,0.972402,0.809493,0.574504,0.224642,0.536213
20_2_1_1_Ahappy_Vneutral,20,female,2,1,1,20_03_01_02_01,20_01_01_02_01,happy,neutral,1,0.795956,0.157983,0.001444,0.044618,0.192488,0.197641,0.247506,0.362365,0.008141,0.007626,0.011831,0.972402,0.809493,0.35424,0.364352,0.509362
20_2_1_1_Ahappy_Vsad,20,female,2,1,1,20_03_01_02_01,20_04_01_02_01,happy,sad,1,0.795956,0.157983,0.001444,0.044618,0.177665,0.208602,0.283777,0.329957,0.008141,0.007626,0.011831,0.972402,0.809493,0.38454,0.380333,0.524789
20_2_1_1_Ahappy_Vsurprised,20,female,2,1,1,20_03_01_02_01,20_08_01_02_01,happy,neutral,1,0.795956,0.157983,0.001444,0.044618,0.200343,0.198426,0.203397,0.397835,0.008141,0.007626,0.011831,0.972402,0.809493,0.323137,0.352204,0.494944
20_2_1_1_Aneutral_Vangry,20,female,2,1,1,20_01_01_02_01,20_05_01_02_01,neutral,angry,1,0.146303,0.622233,0.000668,0.230796,0.239868,0.223049,0.206864,0.330218,0.008141,0.007626,0.011831,0.972402,0.52109,0.384824,0.185943,0.363952
20_2_1_1_Aneutral_Vcalm,20,female,2,1,1,20_01_01_02_01,20_02_01_02_01,neutral,neutral,0,0.146303,0.622233,0.000668,0.230796,0.254099,0.194582,0.201923,0.349396,0.008141,0.007626,0.011831,0.972402,0.52109,0.366737,0.202385,0.363404
20_2_1_1_Aneutral_Vdisgust,20,female,2,1,1,20_01_01_02_01,20_07_01_02_01,neutral,neutral,0,0.146303,0.622233,0.000668,0.230796,0.181969,0.290137,0.363922,0.163972,0.008141,0.007626,0.011831,0.972402,0.52109,0.573967,0.228893,0.441317
20_2_1_1_Aneutral_Vfearful,20,female,2,1,1,20_01_01_02_01,20_06_01_02_01,neutral,neutral,0,0.146303,0.622233,0.000668,0.230796,0.193692,0.197481,0.321582,0.287244,0.008141,0.007626,0.011831,0.972402,0.52109,0.42717,0.245662,0.397974
20_2_1_1_Aneutral_Vhappy,20,female,2,1,1,20_01_01_02_01,20_03_01_02_01,neutral,happy,1,0.146303,0.622233,0.000668,0.230796,0.350792,0.210156,0.275254,0.163798,0.008141,0.007626,0.011831,0.972402,0.52109,0.574504,0.246883,0.447492
20_2_1_1_Aneutral_Vneutral,20,female,2,1,1,20_01_01_02_01,20_01_01_02_01,neutral,neutral,0,0.146303,0.622233,0.000668,0.230796,0.192488,0.197641,0.247506,0.362365,0.008141,0.007626,0.011831,0.972402,0.52109,0.35424,0.216944,0.364091
20_2_1_1_Aneutral_Vsad,20,female,2,1,1,20_01_01_02_01,20_04_01_02_01,neutral,sad,1,0.146303,0.622233,0.000668,0.230796,0.177665,0.208602,0.283777,0.329957,0.008141,0.007626,0.011831,0.972402,0.52109,0.38454,0.223971,0.376534
20_2_1_1_Aneutral_Vsurprised,20,female,2,1,1,20_01_01_02_01,20_08_01_02_01,neutral,neutral,0,0.146303,0.622233,0.000668,0.230796,0.200343,0.198426,0.203397,0.397835,0.008141,0.007626,0.011831,0.972402,0.52109,0.323137,0.200933,0.348387
20_2_1_1_Asad_Vangry,20,female,2,1,1,20_04_01_02_01,20_05_01_02_01,sad,angry,1,0.179839,0.022225,0.008898,0.789039,0.239868,0.223049,0.206864,0.330218,0.008141,0.007626,0.011831,0.972402,0.079547,0.384824,0.222977,0.229116
20_2_1_1_Asad_Vcalm,20,female,2,1,1,20_04_01_02_01,20_02_01_02_01,sad,neutral,1,0.179839,0.022225,0.008898,0.789039,0.254099,0.194582,0.201923,0.349396,0.008141,0.007626,0.011831,0.972402,0.079547,0.366737,0.202982,0.216422
20_2_1_1_Asad_Vdisgust,20,female,2,1,1,20_04_01_02_01,20_07_01_02_01,sad,neutral,1,0.179839,0.022225,0.008898,0.789039,0.181969,0.290137,0.363922,0.163972,0.008141,0.007626,0.011831,0.972402,0.079547,0.573967,0.415334,0.356282
20_2_1_1_Asad_Vfearful,20,female,2,1,1,20_04_01_02_01,20_06_01_02_01,sad,neutral,1,0.179839,0.022225,0.008898,0.789039,0.193692,0.197481,0.321582,0.287244,0.008141,0.007626,0.011831,0.972402,0.079547,0.42717,0.281562,0.26276
20_2_1_1_Asad_Vhappy,20,female,2,1,1,20_04_01_02_01,20_03_01_02_01,sad,happy,1,0.179839,0.022225,0.008898,0.789039,0.350792,0.210156,0.275254,0.163798,0.008141,0.007626,0.011831,0.972402,0.079547,0.574504,0.358079,0.337377
20_2_1_1_Asad_Vneutral,20,female,2,1,1,20_04_01_02_01,20_01_01_02_01,sad,neutral,1,0.179839,0.022225,0.008898,0.789039,0.192488,0.197641,0.247506,0.362365,0.008141,0.007626,0.011831,0.972402,0.079547,0.35424,0.216886,0.216891
20_2_1_1_Asad_Vsad,20,female,2,1,1,20_04_01_02_01,20_04_01_02_01,sad,sad,0,0.179839,0.022225,0.008898,0.789039,0.177665,0.208602,0.283777,0.329957,0.008141,0.007626,0.011831,0.972402,0.079547,0.38454,0.250236,0.238108
20_2_1_1_Asad_Vsurprised,20,female,2,1,1,20_04_01_02_01,20_08_01_02_01,sad,neutral,1,0.179839,0.022225,0.008898,0.789039,0.200343,0.198426,0.203397,0.397835,0.008141,0.007626,0.011831,0.972402,0.079547,0.323137,0.185622,0.196102
20_2_1_1_Asurprised_Vangry,20,female,2,1,1,20_08_01_02_01,20_05_01_02_01,neutral,angry,1,0.347831,0.517146,0.001829,0.133193,0.239868,0.223049,0.206864,0.330218,0.008141,0.007626,0.011831,0.972402,0.646014,0.384824,0.178504,0.403114
20_2_1_1_Asurprised_Vcalm,20,female,2,1,1,20_08_01_02_01,20_02_01_02_01,neutral,neutral,0,0.347831,0.517146,0.001829,0.133193,0.254099,0.194582,0.201923,0.349396,0.008141,0.007626,0.011831,0.972402,0.646014,0.366737,0.190538,0.401096
20_2_1_1_Asurprised_Vdisgust,20,female,2,1,1,20_08_01_02_01,20_07_01_02_01,neutral,neutral,0,0.347831,0.517146,0.001829,0.133193,0.181969,0.290137,0.363922,0.163972,0.008141,0.007626,0.011831,0.972402,0.646014,0.573967,0.218105,0.479362
20_2_1_1_Asurprised_Vfearful,20,female,2,1,1,20_08_01_02_01,20_06_01_02_01,neutral,neutral,0,0.347831,0.517146,0.001829,0.133193,0.193692,0.197481,0.321582,0.287244,0.008141,0.007626,0.011831,0.972402,0.646014,0.42717,0.243896,0.439026
20_2_1_1_Asurprised_Vhappy,20,female,2,1,1,20_08_01_02_01,20_03_01_02_01,neutral,happy,1,0.347831,0.517146,0.001829,0.133193,0.350792,0.210156,0.275254,0.163798,0.008141,0.007626,0.011831,0.972402,0.646014,0.574504,0.17998,0.466832
20_2_1_1_Asurprised_Vneutral,20,female,2,1,1,20_08_01_02_01,20_01_01_02_01,neutral,neutral,0,0.347831,0.517146,0.001829,0.133193,0.192488,0.197641,0.247506,0.362365,0.008141,0.007626,0.011831,0.972402,0.646014,0.35424,0.226305,0.408853
20_2_1_1_Asurprised_Vsad,20,female,2,1,1,20_08_01_02_01,20_04_01_02_01,neutral,sad,1,0.347831,0.517146,0.001829,0.133193,0.177665,0.208602,0.283777,0.329957,0.008141,0.007626,0.011831,0.972402,0.646014,0.38454,0.235041,0.421865
20_2_1_1_Asurprised_Vsurprised,20,female,2,1,1,20_08_01_02_01,20_08_01_02_01,neutral,neutral,0,0.347831,0.517146,0.001829,0.133193,0.200343,0.198426,0.203397,0.397835,0.008141,0.007626,0.011831,0.972402,0.646014,0.323137,0.21237,0.39384
20_2_1_2_Aangry_Vangry,20,female,2,1,2,20_05_01_02_02,20_05_01_02_02,angry,angry,0,0.417273,0.563417,0.001034,0.018276,0.289541,0.219784,0.196752,0.293923,0.008141,0.007626,0.011831,0.972402,0.873451,0.421289,0.26477,0.519837
20_2_1_2_Aangry_Vcalm,20,female,2,1,2,20_05_01_02_02,20_02_01_02_02,angry,neutral,1,0.417273,0.563417,0.001034,0.018276,0.256792,0.182002,0.200759,0.360448,0.008141,0.007626,0.011831,0.972402,0.873451,0.356569,0.32051,0.516843
20_2_1_2_Aangry_Vdisgust,20,female,2,1,2,20_05_01_02_02,20_07_01_02_02,angry,neutral,1,0.417273,0.563417,0.001034,0.018276,0.256158,0.277749,0.311412,0.154682,0.008141,0.007626,0.011831,0.972402,0.873451,0.586679,0.245343,0.568491
20_2_1_2_Aangry_Vfearful,20,female,2,1,2,20_05_01_02_02,20_06_01_02_02,angry,neutral,1,0.417273,0.563417,0.001034,0.018276,0.192664,0.19732,0.292747,0.317269,0.008141,0.007626,0.011831,0.972402,0.873451,0.396814,0.355324,0.541863
20_2_1_2_Aangry_Vhappy,20,female,2,1,2,20_05_01_02_02,20_03_01_02_02,angry,happy,1,0.417273,0.563417,0.001034,0.018276,0.307235,0.19801,0.19203,0.302726,0.008141,0.007626,0.011831,0.972402,0.873451,0.412508,0.273788,0.519916
20_2_1_2_Aangry_Vneutral,20,female,2,1,2,20_05_01_02_02,20_01_01_02_02,angry,neutral,1,0.417273,0.563417,0.001034,0.018276,0.191723,0.203786,0.256282,0.34821,0.008141,0.007626,0.011831,0.972402,0.873451,0.367268,0.348774,0.529831
20_2_1_2_Aangry_Vsad,20,female,2,1,2,20_05_01_02_02,20_04_01_02_02,angry,sad,1,0.417273,0.563417,0.001034,0.018276,0.19217,0.197924,0.238741,0.371165,0.008141,0.007626,0.011831,0.972402,0.873451,0.346321,0.353284,0.524352
20_2_1_2_Aangry_Vsurprised,20,female,2,1,2,20_05_01_02_02,20_08_01_02_02,angry,neutral,1,0.417273,0.563417,0.001034,0.018276,0.174905,0.200467,0.43048,0.194148,0.008141,0.007626,0.011831,0.972402,0.873451,0.534248,0.373416,0.593705
20_2_1_2_Acalm_Vangry,20,female,2,1,2,20_02_01_02_02,20_05_01_02_02,neutral,angry,1,0.660454,0.076663,0.00697,0.255914,0.289541,0.219784,0.196752,0.293923,0.008141,0.007626,0.011831,0.972402,0.487435,0.421289,0.16054,0.356421
20_2_1_2_Acalm_Vcalm,20,female,2,1,2,20_02_01_02_02,20_02_01_02_02,neutral,neutral,0,0.660454,0.076663,0.00697,0.255914,0.256792,0.182002,0.200759,0.360448,0.008141,0.007626,0.011831,0.972402,0.487435,0.356569,0.17053,0.338178
20_2_1_2_Acalm_Vdisgust,20,female,2,1,2,20_02_01_02_02,20_07_01_02_02,neutral,neutral,0,0.660454,0.076663,0.00697,0.255914,0.256158,0.277749,0.311412,0.154682,0.008141,0.007626,0.011831,0.972402,0.487435,0.586679,0.254388,0.442834
20_2_1_2_Acalm_Vfearful,20,female,2,1,2,20_02_01_02_02,20_06_01_02_02,neutral,neutral,0,0.660454,0.076663,0.00697,0.255914,0.192664,0.19732,0.292747,0.317269,0.008141,0.007626,0.011831,0.972402,0.487435,0.396814,0.246008,0.376752
20_2_1_2_Acalm_Vhappy,20,female,2,1,2,20_02_01_02_02,20_03_01_02_02,neutral,happy,1,0.660454,0.076663,0.00697,0.255914,0.307235,0.19801,0.19203,0.302726,0.008141,0.007626,0.011831,0.972402,0.487435,0.412508,0.146739,0.348894
20_2_1_2_Acalm_Vneutral,20,female,2,1,2,20_02_01_02_02,20_01_01_02_02,neutral,neutral,0,0.660454,0.076663,0.00697,0.255914,0.191723,0.203786,0.256282,0.34821,0.008141,0.007626,0.011831,0.972402,0.487435,0.367268,0.233432,0.362712
20_2_1_2_Acalm_Vsad,20,female,2,1,2,20_02_01_02_02,20_04_01_02_02,neutral,sad,1,0.660454,0.076663,0.00697,0.255914,0.19217,0.197924,0.238741,0.371165,0.008141,0.007626,0.011831,0.972402,0.487435,0.346321,0.22577,0.353175
20_2_1_2_Acalm_Vsurprised,20,female,2,1,2,20_02_01_02_02,20_08_01_02_02,neutral,neutral,0,0.660454,0.076663,0.00697,0.255914,0.174905,0.200467,0.43048,0.194148,0.008141,0.007626,0.011831,0.972402,0.487435,0.534248,0.325139,0.448941
20_2_1_2_Adisgust_Vangry,20,female,2,1,2,20_07_01_02_02,20_05_01_02_02,neutral,angry,1,0.524204,0.399216,0.003038,0.073541,0.289541,0.219784,0.196752,0.293923,0.008141,0.007626,0.011831,0.972402,0.744893,0.421289,0.183378,0.449853
20_2_1_2_Adisgust_Vcalm,20,female,2,1,2,20_07_01_02_02,20_02_01_02_02,neutral,neutral,0,0.524204,0.399216,0.003038,0.073541,0.256792,0.182002,0.200759,0.360448,0.008141,0.007626,0.011831,0.972402,0.744893,0.356569,0.228757,0.443406
20_2_1_2_Adisgust_Vdisgust,20,female,2,1,2,20_07_01_02_02,20_07_01_02_02,neutral,neutral,0,0.524204,0.399216,0.003038,0.073541,0.256158,0.277749,0.311412,0.154682,0.008141,0.007626,0.011831,0.972402,0.744893,0.586679,0.19731,0.509627
20_2_1_2_Adisgust_Vfearful,20,female,2,1,2,20_07_01_02_02,20_06_01_02_02,neutral,neutral,0,0.524204,0.399216,0.003038,0.073541,0.192664,0.19732,0.292747,0.317269,0.008141,0.007626,0.011831,0.972402,0.744893,0.396814,0.277366,0.473024
20_2_1_2_Adisgust_Vhappy,20,female,2,1,2,20_07_01_02_02,20_03_01_02_02,neutral,happy,1,0.524204,0.399216,0.003038,0.073541,0.307235,0.19801,0.19203,0.302726,0.008141,0.007626,0.011831,0.972402,0.744893,0.412508,0.185876,0.447759
20_2_1_2_Adisgust_Vneutral,20,female,2,1,2,20_07_01_02_02,20_01_01_02_02,neutral,neutral,0,0.524204,0.399216,0.003038,0.073541,0.191723,0.203786,0.256282,0.34821,0.008141,0.007626,0.011831,0.972402,0.744893,0.367268,0.26898,0.460381
